id,idAnalyse,distanceDebut,tpsDebut,tpsDebutCycles,nbCycles,tpsFinCycles,distanceFin,tpsFin,TRIAL311
3805,507,75.0,39.58,39.58,9,51.95,95.0,51.95,T
3806,507,105.0,57.15,60.96,3,64.18,115.0,64.18,T
3807,507,115.0,64.18,64.18,6,71.26,125.0,71.26,T
3808,507,125.0,71.26,71.26,11,85.68,145.0,85.68,T
3809,507,155.0,91.89,93.89,4,97.6,165.0,97.6,T
3810,507,165.0,97.6,97.6,5,103.32,175.0,103.32,T
3811,507,175.0,103.32,103.32,10,115.13,195.0,115.13,T
3812,508,5.0,-1.0,5.54,0,5.97,15.0,5.97,T
3813,508,15.0,5.97,5.97,4,11.27,25.0,11.27,T
3814,508,25.0,11.27,11.27,10,22.39,45.0,22.39,T
3815,508,55.0,27.32,29.83,3,33.25,65.0,33.25,T
3816,508,65.0,33.25,33.25,4,39.09,75.0,39.09,T
3817,508,75.0,39.09,39.09,9,51.52,95.0,51.52,T
3818,508,105.0,56.55,60.4,3,63.68,115.0,63.68,T
3819,508,115.0,63.68,63.68,5,70.61,125.0,70.61,T
3820,508,125.0,70.61,70.61,9,84.54,145.0,84.54,T
3821,508,155.0,90.3,91.73,4,96.09,165.0,96.09,T
3822,508,165.0,96.09,96.09,5,101.83,175.0,101.83,T
3823,508,175.0,101.83,101.83,10,113.67,195.0,113.67,T
3824,509,5.0,-1.0,-1.0,-1,-1.0,15.0,5.74,T
3825,509,15.0,5.74,5.78,5,11.2,25.0,11.2,T
3826,509,25.0,11.2,11.2,11,22.51,45.0,22.51,T
3827,509,55.0,27.52,32.16,1,33.13,65.0,33.13,T
3828,509,65.0,33.13,33.13,5,39.3,75.0,39.3,T
3829,509,75.0,39.3,39.3,10,51.96,95.0,51.96,T
3830,509,105.0,57.04,61.19,3,63.84,115.0,63.84,T
3831,509,115.0,63.84,63.84,5,70.48,125.0,70.48,T
3832,509,125.0,70.48,70.48,9,84.53,145.0,84.53,T
3833,509,155.0,90.07,92.7,3,95.75,165.0,95.75,T
3834,509,165.0,95.75,95.75,5,101.46,175.0,101.46,T
3835,509,175.0,101.46,101.46,10,113.5,195.0,113.5,T
3836,510,5.0,-1.0,5.28,0,5.57,15.0,5.57,T
3837,510,15.0,5.57,5.57,4,10.92,25.0,10.92,T
3838,510,25.0,10.92,10.92,9,22.1,45.0,22.1,T
3839,510,55.0,27.2,31.55,1,32.76,65.0,32.76,T
3840,510,65.0,32.76,32.76,4,38.72,75.0,38.72,T
3841,510,75.0,38.72,38.72,8,51.02,95.0,51.02,T
3842,510,105.0,56.05,59.8,3,63.0,115.0,63.0,T
3843,510,115.0,63.0,63.0,5,69.94,125.0,69.94,T
3844,510,125.0,69.94,69.94,10,84.5,145.0,84.5,T
3845,510,155.0,90.14,91.83,3,95.75,165.0,95.75,T
3846,510,165.0,95.75,95.75,4,101.21,175.0,101.21,T
3847,510,175.0,101.21,101.21,8,112.52,195.0,112.52,T
3848,511,5.0,-1.0,5.5,1,6.04,15.0,6.04,T
3849,511,15.0,6.04,6.04,5,11.41,25.0,11.41,T
3850,511,25.0,11.41,11.41,10,22.52,45.0,22.52,T
3851,511,55.0,27.45,31.51,2,33.15,65.0,33.15,T
3852,511,65.0,33.15,33.15,5,39.04,75.0,39.04,T
3853,511,75.0,39.04,39.04,9,51.6,95.0,51.6,T
3854,511,105.0,56.86,60.33,4,64.02,115.0,64.02,T
3855,511,115.0,64.02,64.02,6,70.66,125.0,70.66,T
3856,511,125.0,70.66,70.66,12,84.68,145.0,84.68,T
3857,511,155.0,90.6,91.18,4,96.08,165.0,96.08,T
3858,511,165.0,96.08,96.08,5,101.44,175.0,101.44,T
3859,511,175.0,101.44,101.44,9,112.82,195.0,112.82,T
3860,512,5.0,-1.0,5.6,0,5.6,15.0,5.6,T
3861,512,15.0,5.6,5.6,5,10.82,25.0,10.82,T
3862,512,25.0,10.82,10.82,9,21.76,45.0,21.76,T
3863,512,55.0,26.77,29.17,2,32.56,65.0,32.56,T
3864,512,65.0,32.56,32.56,4,38.44,75.0,38.44,T
3865,512,75.0,38.44,38.44,8,50.86,95.0,50.86,T
3866,512,105.0,56.16,60.07,2,63.07,115.0,63.07,T
3867,512,115.0,63.07,63.07,4,69.7,125.0,69.7,T
3868,512,125.0,69.7,69.7,8,83.5,145.0,83.5,T
3869,512,155.0,89.56,90.57,4,95.29,165.0,95.29,T
3870,512,165.0,95.29,95.29,4,101.2,175.0,101.2,T
3871,512,175.0,101.2,101.2,9,114.17,195.0,114.17,T
3872,513,5.0,-1.0,3.5,0,3.5,15.0,5.86,T
3873,513,15.0,5.86,6.06,5,11.4,25.0,11.4,T
3874,513,25.0,11.4,11.4,10,22.85,45.0,22.85,T
3875,513,55.0,27.76,-1.0,-1,-1.0,65.0,33.2,T
3876,513,65.0,33.2,33.56,4,39.2,75.0,39.2,T
3877,513,75.0,39.2,39.2,9,51.46,95.0,51.46,T
3878,513,105.0,56.35,60.44,2,63.55,115.0,63.55,T
3879,513,115.0,63.55,63.55,4,70.61,125.0,70.61,T
3880,513,125.0,70.61,70.61,9,85.1,145.0,85.1,T
3881,513,155.0,90.95,92.78,3,96.8,165.0,96.8,T
3882,513,165.0,96.8,96.8,4,102.74,175.0,102.74,T
3883,513,175.0,102.74,102.74,9,114.97,195.0,114.97,T
3884,514,5.0,-1.0,5.43,0,5.82,15.0,5.82,T
3885,514,15.0,5.82,5.82,4,11.12,25.0,11.12,T
3886,514,25.0,11.12,11.12,8,22.21,45.0,22.21,T
3887,514,55.0,27.25,31.9,1,32.72,65.0,32.72,T
3888,514,65.0,32.72,32.72,4,38.69,75.0,38.69,T
3889,514,75.0,38.69,38.69,8,51.14,95.0,51.14,T
3890,514,105.0,56.68,60.5,2,63.91,115.0,63.91,T
3891,514,115.0,63.91,63.91,4,71.06,125.0,71.06,T
3892,514,125.0,71.06,71.06,9,85.86,145.0,85.86,T
3893,514,155.0,91.74,93.96,3,97.51,165.0,97.51,T
3894,514,165.0,97.51,97.51,4,103.25,175.0,103.25,T
3895,514,175.0,103.25,103.25,9,115.11,195.0,115.11,T
3896,515,5.0,-1.0,-1.0,-1,-1.0,15.0,6.38,T
3897,515,15.0,6.38,6.49,5,12.3,25.0,12.3,T
3898,515,25.0,12.3,12.3,10,24.62,45.0,24.62,T
3899,515,55.0,29.97,33.71,2,36.48,65.0,36.48,T
3900,515,65.0,36.48,36.48,5,43.52,75.0,43.52,T
3901,515,75.0,43.52,43.52,10,58.24,95.0,58.24,T
3902,515,105.0,64.08,66.95,4,71.79,115.0,71.79,T
3903,515,115.0,71.79,71.79,5,79.38,125.0,79.38,T
3904,515,125.0,79.38,79.38,10,94.75,145.0,94.75,T
3905,515,155.0,100.78,103.42,3,106.92,165.0,106.92,T
3906,515,165.0,106.92,106.92,5,113.04,175.0,113.04,T
3907,515,175.0,113.04,113.04,10,126.02,195.0,126.02,T
3908,516,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
3909,516,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
3910,516,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
3911,516,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
3912,516,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
3913,516,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
3914,516,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
3915,516,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
3916,516,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
3917,516,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
3918,516,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
3919,516,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
3920,516,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
3921,516,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
3922,516,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
3923,516,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
3924,516,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
3925,517,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
3926,517,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
3927,517,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
3928,517,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
3929,517,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
3930,517,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
3931,517,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
3932,517,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
3933,517,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
3934,517,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
3935,517,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
3936,517,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
3937,517,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
3938,517,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
3939,517,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
3940,517,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
3941,517,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
3942,518,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
3943,518,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
3944,518,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
3945,518,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
3946,518,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
3947,518,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
3948,518,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
3949,518,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
3950,518,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
3951,518,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
3952,518,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
3953,518,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
3954,518,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
3955,518,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
3956,518,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
3957,518,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
3958,518,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
3959,519,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
3960,519,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
3961,519,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
3962,519,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
3963,519,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
3964,519,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
3965,519,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
3966,519,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
3967,519,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
3968,519,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
3969,519,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
3970,519,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
3971,519,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
3972,519,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
3973,519,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
3974,519,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
3975,519,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
3976,520,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
3977,520,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
3978,520,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
3979,520,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
3980,520,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
3981,520,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
3982,520,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
3983,520,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
3984,520,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
3985,520,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
3986,520,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
3987,520,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
3988,520,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
3989,520,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
3990,520,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
3991,520,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
3992,520,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
3993,521,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
3994,521,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
3995,521,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
3996,521,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
3997,521,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
3998,521,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
3999,521,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
4000,521,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
4001,521,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
4002,521,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
4003,521,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
4004,521,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
4005,521,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
4006,521,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
4007,521,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
4008,521,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
4009,521,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
4010,522,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
4011,522,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
4012,522,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
4013,522,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
4014,522,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
4015,522,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
4016,522,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
4017,522,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
4018,522,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
4019,522,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
4020,522,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
4021,522,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
4022,522,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
4023,522,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
4024,522,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
4025,522,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
4026,522,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
4027,523,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
4028,523,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
4029,523,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
4030,523,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
4031,523,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
4032,523,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
4033,523,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
4034,523,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
4035,523,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
4036,523,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
4037,523,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
4038,523,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
4039,523,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
4040,523,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
4041,523,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
4042,523,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
4043,523,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
4044,524,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
4045,524,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
4046,524,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
4047,524,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
4048,524,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
4049,524,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
4050,524,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
4051,524,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
4052,524,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
4053,524,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
4054,524,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
4055,524,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
4056,524,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
4057,524,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
4058,524,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
4059,524,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
4060,524,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
4061,525,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
4062,525,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
4063,525,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
4064,525,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
4065,525,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
4066,525,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
4067,525,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
4068,525,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
4069,525,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
4070,525,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
4071,525,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
4072,525,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
4073,525,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
4074,525,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
4075,525,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
4076,525,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
4077,525,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
4078,526,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
4079,526,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
4080,526,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
4081,526,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
4082,526,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
4083,526,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
4084,526,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
4085,526,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
4086,526,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
4087,526,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
4088,526,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
4089,526,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
4090,526,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
4091,526,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
4092,526,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
4093,526,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
4094,526,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
4095,527,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
4096,527,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
4097,527,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
4098,527,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
4099,527,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
4100,527,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
4101,527,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
4102,527,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
4103,527,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
4104,527,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
4105,527,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
4106,527,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
4107,527,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
4108,527,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
4109,527,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
4110,527,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
4111,527,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
4112,528,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
4113,528,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
4114,528,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
4115,528,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
4116,528,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
4117,528,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
4118,528,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
4119,528,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
4120,528,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
4121,528,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
4122,528,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
4123,528,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
4124,528,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
4125,528,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
4126,528,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
4127,528,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
4128,528,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
4129,529,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
4130,529,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
4131,529,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
4132,529,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
4133,529,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
4134,529,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
4135,529,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
4136,529,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
4137,529,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
4138,529,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
4139,529,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
4140,529,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
4141,529,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
4142,529,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
4143,529,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
4144,529,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
4145,529,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
4146,530,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
4147,530,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
4148,530,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
4149,530,55.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
4150,530,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
4151,530,105.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,T
4152,530,125.0,-1.0,-1.0,-1,-1.0,145.0,-1.0,T
4153,530,155.0,-1.0,-1.0,-1,-1.0,175.0,-1.0,T
4154,530,175.0,-1.0,-1.0,-1,-1.0,195.0,-1.0,T
4155,530,205.0,-1.0,-1.0,-1,-1.0,225.0,-1.0,T
4156,530,225.0,-1.0,-1.0,-1,-1.0,245.0,-1.0,T
4157,530,255.0,-1.0,-1.0,-1,-1.0,275.0,-1.0,T
4158,530,275.0,-1.0,-1.0,-1,-1.0,295.0,-1.0,T
4159,530,305.0,-1.0,-1.0,-1,-1.0,325.0,-1.0,T
4160,530,325.0,-1.0,-1.0,-1,-1.0,345.0,-1.0,T
4161,530,355.0,-1.0,-1.0,-1,-1.0,375.0,-1.0,T
4162,530,375.0,-1.0,-1.0,-1,-1.0,395.0,-1.0,T
4163,531,5.0,-1.0,5.56,1,6.15,15.0,6.15,T
4164,531,15.0,6.15,6.15,5,11.79,25.0,11.79,T
4165,531,25.0,11.79,11.79,10,23.39,45.0,23.39,T
4166,531,55.0,28.45,31.56,2,34.49,65.0,34.49,T
4167,531,65.0,34.49,34.49,5,40.35,75.0,40.35,T
4168,531,75.0,40.35,40.35,9,52.58,95.0,52.58,T
4169,531,105.0,57.9,60.38,3,64.18,115.0,64.18,T
4170,531,115.0,64.18,64.18,5,70.32,125.0,70.32,T
4171,531,125.0,70.32,70.32,10,82.68,145.0,82.68,T
4172,531,155.0,88.14,89.81,4,94.19,165.0,94.19,T
4173,531,165.0,94.19,94.19,5,100.35,175.0,100.35,T
4174,531,175.0,100.35,100.35,11,113.04,195.0,113.04,T
4175,532,5.0,-1.0,6.01,0,6.01,15.0,6.01,T
4176,532,15.0,6.01,6.01,5,11.43,25.0,11.43,T
4177,532,25.0,11.43,11.43,9,22.89,45.0,22.89,T
4178,532,55.0,28.21,31.05,3,34.29,65.0,34.29,T
4179,532,65.0,34.29,34.29,5,40.12,75.0,40.12,T
4180,532,75.0,40.12,40.12,9,52.36,95.0,52.36,T
4181,532,105.0,57.7,60.76,2,63.79,115.0,63.79,T
4182,532,115.0,63.79,63.79,5,69.74,125.0,69.74,T
4183,532,125.0,69.74,69.74,9,81.82,145.0,81.82,T
4184,532,155.0,87.26,90.36,3,93.23,165.0,93.23,T
4185,532,165.0,93.23,93.23,5,99.12,175.0,99.12,T
4186,532,175.0,99.12,99.12,10,111.55,195.0,111.55,T
